"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
1439,-0.9273312072163936,0.6273351441844972,0.15,0.1,0.0,2.828239278205634,0.5986351054489308,4.233315902324491,0.09756909882261401,0.1,0.9999999907521814,2.224904809915413,0.24849537983603218,"2025-07-18T18:02:22.124933Z"
1440,-0.9328414262108506,0.600679334913022,0.15,0.1,0.0,2.734232900613017,0.5954381540954797,4.210700405142453,0.09086065634159583,0.1,0.9999999906329229,2.098387413301245,0.24849537983603218,"2025-07-18T18:02:22.224925Z"
1441,-0.9381417598198055,0.5743493365613018,0.15,0.1,0.0,2.6437615698062262,0.5923537625950406,4.188881041170207,0.08474732809417108,0.1,0.9999999905168787,1.9820208448098549,0.24849537983603218,"2025-07-18T18:02:22.324974Z"
1442,-0.9432310154905568,0.5483274097848267,0.15,0.1,0.0,2.5565622356800053,0.5893740252106505,4.167801899310832,0.07916112826655769,0.1,0.9999999904039296,1.8747289129833404,0.24849537983603218,"2025-07-18T18:02:22.424930Z"
1443,-0.9481080481620486,0.522596505103105,0.15,0.1,0.0,2.4723974540389686,0.5864917566755116,4.147412163186123,0.07404342668418672,0.1,0.9999999902939672,1.7755811160476234,0.24849537983603218,"2025-07-18T18:02:22.524970Z"
1444,-0.9527717605225048,0.49714021424220234,0.15,0.1,0.0,2.391052185651715,0.5837004074814025,4.127665512167269,0.06934343938510451,0.1,0.999999990186894,1.6837690207306155,0.24849537983603218,"2025-07-18T18:02:22.624928Z"
1445,-0.957221103256319,0.4719427246471968,0.15,0.1,0.0,2.3123310752183306,0.580993991149914,4.108519607125097,0.0650169972033238,0.1,0.9999999900826237,1.598587080429429,0.24849537983603218,"2025-07-18T18:02:22.724947Z"
1446,-0.961455075280147,0.44698877688351046,0.15,0.1,0.0,2.2360561265596726,0.5783670215048219,4.08993564689022,0.06102553499549141,0.1,0.9999999899810785,1.5194169507399875,0.24849537983603218,"2025-07-18T18:02:22.824905Z"
1447,-0.965472723968145,0.42226362467140904,0.15,0.1,0.0,2.1620647068612002,0.5758144583367075,4.0718779840487045,0.05733525720225947,0.1,0.9999999898821917,1.4457145818483452,0.24849537983603218,"2025-07-18T18:02:22.924968Z"
1448,-0.9692731453663077,0.3977529973204581,0.15,0.1,0.0,2.0902078257032137,0.5733316601454488,4.054313790780938,0.0539164452551413,0.1,0.9999999897859054,1.3769995318809565,0.24849537983603218,"2025-07-18T18:02:23.024930Z"
1449,-0.9728554843958533,0.37344306435031943,0.15,0.1,0.0,2.020348644753939,0.5709143428805153,4.037212767107734,0.05074287978677686,0.1,0.9999999896921722,1.3128460688224248,0.24849537983603218,"2025-07-18T18:02:23.124929Z"
1450,-0.9762189350456132,0.34932040210273657,0.15,0.1,0.0,1.9523611820363285,0.5685585437866342,4.020546885234257,0.0477913562958887,0.1,0.9999999896009528,1.2528757221081732,0.24849537983603218,"2025-07-18T18:02:23.224952Z"
1451,-0.9793627405533806,0.32537196216496944,0.15,0.1,0.0,1.88612918108488,0.5662605896135869,4.004290164751118,0.045041277303721546,0.1,0.9999999895122182,1.1967510163705208,0.24849537983603218,"2025-07-18T18:02:23.324921Z"
1452,-0.9822861935761791,0.3015850414396568,0.15,0.1,0.0,1.8215451204474908,0.564017068571436,3.988418474318377,0.04247430744091445,0.1,0.9999999894259506,1.1441701747294586,0.24849537983603218,"2025-07-18T18:02:23.424922Z"
1453,-0.9849886363494117,0.2779472537085737,0.15,0.1,0.0,1.7585093431342746,0.5618248055123504,3.972909356164188,0.04007408056086234,0.1,0.9999999893421416,1.0948626215748265,0.24849537983603218,"2025-07-18T18:02:23.524949Z"
1454,-0.9874694608348553,0.2544465025492416,0.15,0.1,0.0,1.6969292889805432,0.5596808399020147,3.957741870308264,0.03782595006402682,0.1,0.9999999892607938,1.0485851480068806,0.24849537983603218,"2025-07-18T18:02:23.624975Z"
1455,-0.9897281088574666,0.23107095547335293,0.15,0.1,0.0,1.6367188156366859,0.5575824062109707,3.9428964558965864,0.03571677526901195,0.1,0.9999999891819215,1.005118629202678,0.24849537983603218,"2025-07-18T18:02:23.724923Z"
1456,-0.9917640722309691,0.20780901916519598,0.15,0.1,0.0,1.5777975961488426,0.5555269164119644,3.9283548074277532,0.03373473797945495,0.1,0.9999999891055517,0.9642652036099718,0.24849537983603218,"2025-07-18T18:02:23.824951Z"
1457,-0.9935768928721928,0.1846493157061868,0.15,0.1,0.0,1.520090582948989,0.5535119443156747,3.914099763978715,0.03186918444581441,0.1,0.9999999890317245,0.9258458402852107,0.24849537983603218,"2025-07-18T18:02:23.924923Z"
1458,-0.9951661629041413,0.16158065967853544,0.15,0.1,0.0,1.463527529608061,0.5515352115158353,3.9001152098108176,0.030110488765071632,0.1,0.9999999889604956,0.8896982338157254,0.24849537983603218,"2025-07-18T18:02:24.024933Z"
1459,-0.9965315247477621,0.13859203604759274,0.15,0.1,0.0,1.40804256298173,0.5495945747471361,3.886385984965959,0.02844993444298084,0.1,0.9999999888919356,0.8556749768293287,0.24849537983603218,"2025-07-18T18:02:24.124936Z"
1460,-0.9976726712024004,0.11567257872779427,0.15,0.1,0.0,1.3535737994434494,0.5476880144865219,3.872897804655184,0.026879611396618642,0.1,0.999999988826134,0.8236419686290523,0.24849537983603218,"2025-07-18T18:02:24.224976Z"
1461,-0.9985893455149183,0.09281154974166539,0.15,0.1,0.0,1.3000629997918405,0.5458136246514861,3.85963718640455,0.025392326125850496,0.1,0.9999999887632005,0.7934770254127521,0.24849537983603218,"2025-07-18T18:02:24.324966Z"
1462,-0.9992813414374624,0.06999831888575163,0.15,0.1,0.0,1.2474552581701388,0.5439696032684368,3.846591384060796,0.02398152315138806,0.1,0.9999999887032676,0.7650686632112271,0.24849537983603218,"2025-07-18T18:02:24.424876Z"
1463,-0.9997485032738697,0.0472223438206635,0.15,0.1,0.0,1.1956987209690881,0.5421542440007625,3.833748327876371,0.022641216120472832,0.1,0.9999999886464922,0.738315029306753,0.24849537983603218,"2025-07-18T18:02:24.524965Z"
1464,-0.9999907259146976,0.02447315050507693,0.15,0.1,0.0,1.1447443322213764,0.5403659284403384,3.8210965699931685,0.02136592723155243,0.1,0.999999988593062,0.7131229617092526,0.24849537983603218,"2025-07-18T18:02:24.624936Z"
1465,-1.000007954860874,0.0017403138964232868,0.15,0.1,0.0,1.0945456024518303,0.5386031190782863,3.808625234729686,0.020150633836629323,0.1,0.999999988543199,0.689407159438037,0.24849537983603218,"2025-07-18T18:02:24.724947Z"
1466,-0.9998001862359587,-0.02098656115793903,0.15,0.1,0.0,1.0450583983363617,0.5368643528811584,3.7963239731495313,0.018990721252314248,0.1,0.9999999884971622,0.6670894489615916,0.24849537983603218,"2025-07-18T18:02:24.824943Z"
1467,-0.9993674667870156,-0.0437178589133867,0.15,0.1,0.0,0.9962407508550664,0.5351482354076196,3.784182921452171,0.017881940954349064,0.1,0.9999999884552567,0.6460981343420206,0.24849537983603218,"2025-07-18T18:02:24.924953Z"
1468,-0.9987098938740953,-0.0664639716783717,0.15,0.1,0.0,0.9480526799098662,0.5334534354083853,3.7721926627811553,0.01682037345064174,0.1,0.9999999884178392,0.6263674204548915,0.24849537983603218,"2025-07-18T18:02:25.024965Z"
1469,-0.997827615448329,-0.08923531879601289,0.15,0.1,0.0,0.900456033622044,0.53177867985881,3.7603441920919582,0.015802395228832023,0.1,0.9999999883853278,0.6078369001779769,0.24849537983603218,"2025-07-18T18:02:25.124944Z"
1470,-0.9967208300186405,-0.11204236573059685,0.15,0.1,0.0,0.8534143407361469,0.5301227493792781,3.7486288837622967,0.01482464925939658,0.1,0.9999999883582111,0.5904510977488676,0.24849537983603218,"2025-07-18T18:02:25.224957Z"
1471,-0.9953897866070824,-0.13489564333337847,0.15,0.1,0.0,0.806892674739083,0.5284844740035418,3.7370384616630927,0.013884018607075633,0.1,0.9999999883370603,0.57415906156694,0.24849537983603218,"2025-07-18T18:02:25.324929Z"
1472,-0.9938347846928068,-0.15780576736337196,0.15,0.1,0.0,0.7608575284610939,0.5268627292594986,3.72556497143898,0.01297760276415526,0.1,0.9999999883225409,0.5589140006463496,0.24849537983603218,"2025-07-18T18:02:25.424966Z"
1473,-0.9920561741446845,-0.18078345834028356,0.15,0.1,0.0,0.7152766980622103,0.5252564325306893,3.714200754774057,0.012102696370696,0.1,0.9999999883154296,0.5446729597138651,0.24849537983603218,"2025-07-18T18:02:25.524874Z"
1474,-0.9900543551425851,-0.2038395618094722,0.15,0.1,0.0,0.6701191754267627,0.523664539670105,3.7029384254419697,0.01125677003066634,0.1,0.9999999883166234,0.5313965286075406,0.24849537983603218,"2025-07-18T18:02:25.624931Z"
1475,-0.9878297780873391,-0.22698506910082436,0.15,0.1,0.0,0.6253550480920788,0.5220860418407834,3.6917708469598423,0.010437452970318367,0.1,0.9999999883271516,0.5190485822208201,0.24849537983603218,"2025-07-18T18:02:25.724926Z"
1476,-0.985382943499399,-0.2502311386677252,0.15,0.1,0.0,0.5809554059277192,0.5205199625602054,3.6806911116834957,0.009642517317094998,0.1,0.9999999883481732,0.507596047710911,0.24849537983603218,"2025-07-18T18:02:25.824925Z"
1477,-0.9827144019062248,-0.2735891180955273,0.15,0.1,0.0,0.5368922538603322,0.5189653549277188,3.669692521197043,0.008869863804675625,0.1,0.999999988380947,0.49700869613222504,0.24849537983603218,"2025-07-18T18:02:25.924920Z"
1478,-0.979824753718417,-0.2970705668739929,0.15,0.1,0.0,0.49313843000791324,0.5174212990161602,3.658768567863703,0.008117508733192707,0.1,0.9999999884267448,0.4872589560072853,0.24849537983603218,"2025-07-18T18:02:26.024927Z"
1479,-0.9767146490946272,-0.32068728003335756,0.15,0.1,0.0,0.4496675286472743,0.5158868994105491,3.647912917416719,0.007383572033735274,0.1,0.9999999884866284,0.4783217466776784,0.24849537983603218,"2025-07-18T18:02:26.124921Z"
1480,-0.9733847877952753,-0.34445131274989427,0.15,0.1,0.0,0.4064538274909223,0.5143612828782173,3.6371193924797964,0.006666266303504401,0.1,0.9999999885609384,0.4701743295443289,0.24849537983603218,"2025-07-18T18:02:26.224997Z"
1481,-0.9698359190251056,-0.36837500603381373,0.15,0.1,0.0,0.36347221879526115,0.5128435961560474,3.6263819569157443,0.005963886692795426,0.1,0.9999999886481038,0.4627961755537762,0.24849537983603218,"2025-07-18T18:02:26.324895Z"
1482,-0.9660688412646199,-0.39247101361989656,0.15,0.1,0.0,0.3206981438619055,0.511333003841632,3.6156947009100406,0.005274801537690351,0.1,0.9999999887418272,0.45616884749727754,0.24849537983603218,"2025-07-18T18:02:26.424968Z"
1483,-0.962084402090422,-0.41675233019073726,0.15,0.1,0.0,0.27810753052857823,0.5098286863761589,3.605051826703088,0.0045974436432486285,0.1,0.9999999888240858,0.4502758958719233,0.24849537983603218,"2025-07-18T18:02:26.524936Z"
1484,-0.957883497984517,-0.44123232107168175,0.15,0.1,0.0,0.23567673327635555,0.5083298381076932,3.5944476348910355,0.003930302131302116,0.1,0.9999999888463048,0.44510276722635683,0.24849537983603218,"2025-07-18T18:02:26.624868Z"
1485,-0.9534670741326061,-0.4659247535484595,0.15,0.1,0.0,0.19338247560674812,0.5068356654242717,3.583876511220289,0.003271914774915528,0.1,0.9999999886726987,0.4406367240491729,0.24849537983603218,"2025-07-18T18:02:26.724932Z"
1486,-0.9488361242114245,-0.49084382997034376,0.15,0.1,0.0,0.15120179436757253,0.5053453849468594,3.5733329138053636,0.0026208607483085623,0.1,0.9999999878792134,0.43686677539885077,0.24849537983603218,"2025-07-18T18:02:26.824930Z"
1487,-0.9439916901651677,-0.5160042228164013,0.15,0.1,0.0,0.10911198574048744,0.5038582217727632,3.5628113607035448,0.001975753726708865,0.1,0.9999999848327882,0.4337836175856954,0.24849537983603218,"2025-07-18T18:02:26.924969Z"
1488,-0.9389348619710589,-0.541421111917446,0.15,0.1,0.0,0.06709055272017486,0.502373407760544,3.5523064177829924,0.0013352352753160418,0.1,0.9999999700815031,0.43137958432618395,0.24849537983603218,"2025-07-18T18:02:27.024930Z"
1489,-0.9336667773941083,-0.5671102240443995,0.15,0.1,0.0,0.025115155557199318,0.5008901798478379,3.5418126868235524,6.979684704084112E-4,0.1,0.9999997777892785,0.42964860588753256,0.24849537983603218,"2025-07-18T18:02:27.124930Z"
1490,-0.9281886217311213,-0.5930878750930358,0.15,0.1,0.0,0.01683646826228546,0.4994077783937855,3.531324793791547,6.263169868809207E-5,0.1,-0.9999993016818419,0.4285861768305098,0.24849537983603218,"2025-07-18T18:02:27.225037Z"
1491,-0.922501627544011,-0.619371015117592,0.15,0.1,0.0,0.058786458633380424,0.49792544553798074,3.5208373772313513,-5.72087416703823E-4,0.1,-0.999999910577118,0.4281893320426578,0.24849537983603218,"2025-07-18T18:02:27.324926Z"
1492,-0.9166070743824779,-0.645977276489711,0.15,0.1,0.0,0.1007570263077187,0.4964424235680004,3.5103450767175777,-0.001207498013417137,0.1,-0.9999999532562331,0.42845663083584284,0.24849537983603218,"2025-07-18T18:02:27.424896Z"
1493,-0.9105062884961159,-0.6729250254877442,0.15,0.1,0.0,0.1427703933487202,0.49495795328763836,3.499842521312206,-0.0018449119592799062,0.1,-0.9999999658672313,0.42938814895460165,0.24849537983603218,"2025-07-18T18:02:27.524938Z"
1494,-0.9042006425360118,-0.7002334176516165,0.15,0.1,0.0,0.184848883198362,0.4934712723779895,3.4893243179710427,-0.0024856498423854617,0.1,-0.9999999714938531,0.4309854784217856,0.24849537983603218,"2025-07-18T18:02:27.624951Z"
1495,-0.897691555245905,-0.7279224572738616,0.15,0.1,0.0,0.22701496702575605,0.4919816137434522,3.4787850398434617,-0.003131047030675583,0.1,-0.9999999745623502,0.43325173521420873,0.24849537983603218,"2025-07-18T18:02:27.724922Z"
1496,-0.8909804911429757,-0.7560130614366661,0.15,0.1,0.0,0.26929131496380715,0.4904882038345975,3.4682192144084407,-0.0037824598507007388,0.1,-0.9999999764444624,0.43619157484012133,0.24849537983603218,"2025-07-18T18:02:27.824965Z"
1497,-0.8840689601883349,-0.7845271290484374,0.15,0.1,0.0,0.31170084859193586,0.48899026093964487,3.4576213113884844,-0.004441271936767199,0.1,-0.9999999776895514,0.4398112159591294,0.24849537983603218,"2025-07-18T18:02:27.924924Z"
1498,-0.8769585174472896,-0.8134876153837165,0.15,0.1,0.0,0.35426679475578093,0.48748699343601387,3.4469857303810856,-0.005108900803887295,0.1,-0.9999999785564999,0.44411847226624784,0.24849537983603218,"2025-07-18T18:02:28.024977Z"
1499,-0.8696507627394596,-0.8429186126860179,0.15,0.1,0.0,0.39701274098591827,0.4859775979930634,3.436306788144867,-0.005786804700868372,0.1,-0.9999999791819303,0.44912279293486507,0.24849537983603218,"2025-07-18T18:02:28.124947Z"
1500,-0.8621473402788249,-0.8728454374568907,0.15,0.1,0.0,0.4399626928140953,0.484461257716702,3.425578705474482,-0.006476489803572959,0.1,-0.9999999796442244,0.4548353120050066,0.24849537983603218,"2025-07-18T18:02:28.224950Z"
1501,-0.8544499383037842,-0.9032947251260611,0.15,0.1,0.0,0.4831411333080951,0.482937140226021,3.4147955935946386,-0.007179517812918436,0.1,-0.9999999799913352,0.4612689071833687,0.24849537983603218,"2025-07-18T18:02:28.324921Z"
1502,-0.8465602886973089,-0.9342945328793515,0.15,0.1,0.0,0.5265730851690765,0.48140439565148885,3.403951439999238,-0.007897514027660863,0.1,-0.9999999802541295,0.46843826862774823,0.24849537983603218,"2025-07-18T18:02:28.424936Z"
1503,-0.8384801665972761,-0.9658744515132553,0.15,0.1,0.0,0.5702841757608172,0.47986215454351766,3.3930400936564817,-0.008632175968521689,0.1,-0.9999999804533127,0.4763599783870832,0.24849537983603218,"2025-07-18T18:02:28.524927Z"
1504,-0.8302113899970704,-0.9980657272903781,0.15,0.1,0.0,0.61430070546972,0.4783095256793701,3.382055249494846,-0.009385282637909463,0.1,-0.9999999806032553,0.48505260128681127,0.24849537983603218,"2025-07-18T18:02:28.624950Z"
1505,-0.8217558193365435,-1.0309013948900583,0.15,0.1,0.0,0.6586497198283543,0.4767455937554095,3.370990432077995,-0.01015870450851696,0.1,-0.9999999807142166,0.494536788179909,0.24849537983603218,"2025-07-18T18:02:28.724976Z"
1506,-0.8131153570834222,-1.0644164226852426,0.15,0.1,0.0,0.7033590858743163,0.4751694169505767,3.359838978368775,-0.010954414344629574,0.1,-0.9999999807937006,0.5048353926240045,0.24849537983603218,"2025-07-18T18:02:28.824946Z"
1507,-0.8042919473052619,-1.098647871733301,0.15,0.1,0.0,0.7484575732609694,0.4735800243457069,3.348594019473465,-0.011774498972290166,0.1,-0.9999999808473081,0.5159736022099953,0.24849537983603218,"2025-07-18T18:02:28.924972Z"
1508,-0.795287575232039,-1.133635070048413,0.15,0.1,0.0,0.7939749406879582,0.4719764131818386,3.337248461247112,-0.012621172128804505,0.1,-0.9999999808792929,0.5279790859474629,0.24849537983603218,"2025-07-18T18:02:29.024923Z"
1509,-0.7861042668094831,-1.1694198039288182,0.15,0.1,0.0,0.8399420282781841,0.4703575459390068,3.325794963629041,-0.013496788538760403,0.1,-0.9999999808929328,0.5408821593203899,0.24849537983603218,"2025-07-18T18:02:29.124888Z"
1510,-0.7767440882432475,-1.2060465283504664,0.15,0.1,0.0,0.8863908565952732,0.4687223472151113,3.3142259185641905,-0.014403859383172495,0.1,-0.9999999808907867,0.5547159688647467,0.24849537983603218,"2025-07-18T18:02:29.224920Z"
1511,-0.7672091455340218,-1.2435625987116565,0.15,0.1,0.0,0.933354733072673,0.4670697003822878,3.3025334263506094,-0.015345069350994691,0.1,-0.9999999808748717,0.5695166983826535,0.24849537983603218,"2025-07-18T18:02:29.324921Z"
1512,-0.7575015840036903,-1.2820185265307669,0.15,0.1,0.0,0.9808683667139256,0.46539844399573577,3.290709270235982,-0.016323295488654816,0.1,-0.9999999808467914,0.5853237992276628,0.24849537983603218,"2025-07-18T18:02:29.424963Z"
1513,-0.7476235878126438,-1.321468262065608,0.15,0.1,0.0,1.0289679920250705,0.4637073679271345,3.2787448890660493,-0.017341628094091073,0.1,-0.999999980807829,0.6021802474436038,0.24849537983603218,"2025-07-18T18:02:29.524950Z"
1514,-0.7375773794683529,-1.3619695072499043,0.15,0.1,0.0,1.0776915032566352,0.4619952091915481,3.266631347764984,-0.01840339393784016,0.1,-0.9999999807590153,0.6201328309582311,0.24849537983603218,"2025-07-18T18:02:29.624971Z"
1515,-0.7273652193253128,-1.4035840628390843,0.15,0.1,0.0,1.127078600166728,0.46026064743302153,3.254359305401591,-0.019512182136000478,0.1,-0.9999999807011796,0.6392324705130126,0.24849537983603218,"2025-07-18T18:02:29.724970Z"
1516,-0.7169894050764736,-1.446378214237623,0.15,0.1,0.0,1.1771709466712188,0.45850230002982845,3.241918980565225,-0.020671873049528076,0.1,-0.9999999806349887,0.6595345785603287,0.24849537983603218,"2025-07-18T18:02:29.824938Z"
1517,-0.7064522712362684,-1.4904231611597318,0.15,0.1,0.0,1.2280123439254302,0.4567187167754567,3.229300113740834,-0.021886670642766146,0.1,-0.9999999805609764,0.6810994610206681,0.24849537983603218,"2025-07-18T18:02:29.924965Z"
1518,-0.6957561886153583,-1.53579549707313,0.15,0.1,0.0,1.2796489195882208,0.45490837408580603,3.216491926332852,-0.02316113880306212,0.1,-0.9999999804795663,0.7039927675471691,0.24849537983603218,"2025-07-18T18:02:30.024969Z"
1519,-0.684903563787209,-1.5825777453153338,0.15,0.1,0.0,1.3321293352588652,0.4530696686765976,3.2034830759418926,-0.024500242204905924,0.1,-0.9999999803910882,0.7282859968418127,0.24849537983603218,"2025-07-18T18:02:30.124935Z"
1520,-0.6738968385466229,-1.630858959881922,0.15,0.1,0.0,1.385505014355634,0.45120091064751255,3.1902616074452426,-0.025909392398810092,0.1,-0.9999999802957941,0.7540570646238786,0.24849537983603218,"2025-07-18T18:02:30.224931Z"
1521,-0.6627384893603447,-1.6807354002024684,0.15,0.1,0.0,1.4398303930297205,0.4493003159008939,3.176814899370797,-0.027394499920318862,0.1,-0.9999999801938656,0.7813909430987004,0.24849537983603218,"2025-07-18T18:02:30.324924Z"
1522,-0.6514310268098675,-1.73231129078324,0.15,0.1,0.0,1.495163197087772,0.44736599781276865,3.1631296049827724,-0.028962033351961125,0.1,-0.9999999800854275,0.8103803822470084,0.24849537983603218,"2025-07-18T18:02:30.424982Z"
1523,-0.6399769950265621,-1.785699678462949,0.15,0.1,0.0,1.5515647483414825,0.44539595806219245,3.1491915874144425,-0.030619086435537325,0.1,-0.999999979970547,0.8411267250275282,0.24849537983603218,"2025-07-18T18:02:30.524968Z"
1524,-0.6283789711192584,-1.8410234022616452,0.15,0.1,0.0,1.6091003043262644,0.44338807651118983,3.134985848086026,-0.03237345452980174,0.1,-0.9999999798492455,0.8737408306721995,0.24849537983603218,"2025-07-18T18:02:30.624922Z"
1525,-0.6166395645944067,-1.8984161934878772,0.15,0.1,0.0,1.6678394359488848,0.4413401000114675,3.120496447532061,-0.0342337219469308,0.1,-0.9999999797214987,0.9083441227871916,0.24849537983603218,"2025-07-18T18:02:30.724922Z"
1526,-0.6047614167689499,-1.9580239270081952,0.15,0.1,0.0,1.7278564483554606,0.43924962999515194,3.1057064176287565,-0.03620936198950184,0.1,-0.9999999795872392,0.9450697819876318,0.24849537983603218,"2025-07-18T18:02:30.824921Z"
1527,-0.5927472001760381,-2.020006048505837,0.15,0.1,0.0,1.789230851180438,0.4371141086844778,3.090597664053941,-0.03831085185994486,0.1,-0.9999999794463609,0.9840641064732046,0.24849537983603218,"2025-07-18T18:02:30.924926Z"
1528,-0.5805996179637203,-2.084537207325619,0.15,0.1,0.0,1.8520478853738678,0.43493080372891846,3.075150857625317,-0.040549805041479474,0.1,-0.9999999792987164,1.0254880683678969,0.24849537983603218,"2025-07-18T18:02:31.024930Z"
1529,-0.568321403286747,-2.151809130330331,0.15,0.1,0.0,1.9163991150455466,0.4326967910468434,3.0593453129406427,-0.04293912427253134,0.1,-0.9999999791441199,1.069519099073573,0.24849537983603218,"2025-07-18T18:02:31.124930Z"
1530,-0.5559153186916221,-2.2220327793439814,0.15,0.1,0.0,1.9823830942569067,0.4304089356113283,3.0431588524785993,-0.04549317887979123,0.1,-0.9999999789823476,1.1163531434777407,0.24849537983603218,"2025-07-18T18:02:31.224943Z"
1531,-0.5433841554950418,-2.2954408435750366,0.15,0.1,0.0,2.0501061204934055,0.4280638698748796,3.0265676540018647,-0.04822801102978571,0.1,-0.9999999788131334,1.1662070309960757,0.24849537983603218,"2025-07-18T18:02:31.324967Z"
1532,-0.5307307331558597,-2.3722906293379236,0.15,0.1,0.0,2.1196830887356457,0.42565796947388135,3.009546078722459,-0.05116157644540644,0.1,-0.9999999786361706,1.2193212214452198,0.24849537983603218,"2025-07-18T18:02:31.424966Z"
1533,-0.517957898640721,-2.45286742300185,0.15,0.1,0.0,2.191238462710869,0.4231873257884043,2.9920664772285925,-0.0543140263648521,0.1,-0.9999999784511091,1.27596299619261,0.24849537983603218,"2025-07-18T18:02:31.524931Z"
1534,-0.5050685257835066,-2.5374884201438572,0.15,0.1,0.0,2.2649073831685036,0.4206477148539128,2.9740989696130224,-0.05770803906456399,0.1,-0.9999999782575507,1.3364301805510415,0.24849537983603218,"2025-07-18T18:02:31.625084Z"
1535,-0.4920655146387327,-2.6265073353623136,0.15,0.1,0.0,2.340836937039813,0.418034562024941,2.955611195560823,-0.061369211215394265,0.1,-0.9999999780550478,1.4010555028543275,0.24849537983603218,"2025-07-18T18:02:31.724962Z"
1536,-0.4789517908290509,-2.720319834433586,0.15,0.1,0.0,2.419187616314246,0.4153429016725444,2.9365680293183622,-0.06532652181232988,0.1,-0.9999999778430987,1.4702117202165248,0.24849537983603218,"2025-07-18T18:02:31.824897Z"
1537,-0.4657303048869953,-2.8193699652328057,0.15,0.1,0.0,2.500135001657675,0.4125673310515394,2.916931253434507,-0.06961288457267782,0.1,-0.9999999776211429,1.544317672160667,0.24849537983603218,"2025-07-18T18:02:31.924925Z"
1538,-0.4524040315911251,-2.924157808459688,0.15,0.1,0.0,2.583871713557538,0.4097019572927965,2.8966591838872056,-0.0742658087510012,0.1,-0.9999999773885534,1.6238454631359152,0.24849537983603218,"2025-07-18T18:02:32.024929Z"
1539,-0.438975969296712,-3.035248626943671,0.15,0.1,0.0,2.6706096835675144,0.4067403362503603,2.875706237614433,-0.07932819356340824,0.1,-0.9999999771446315,1.7093290261885752,0.24849537983603218,"2025-07-18T18:02:32.124942Z"
1540,-0.42544913926112315,-3.1532838675708392,0.15,0.1,0.0,2.760582810655918,0.4036754016500457,2.854022431466925,-0.08484928824853077,0.1,-0.9999999768885974,1.8013743864406533,0.24849537983603218,"2025-07-18T18:02:32.224964Z"
1541,-0.41182658496405067,-3.278994468805548,0.15,0.1,0.0,2.854050083568583,0.4004993826281967,2.8315527990695246,-0.09088585876916061,0.1,-0.9999999766195812,1.9006720297019817,0.24849537983603218,"2025-07-18T18:02:32.324968Z"
1542,-0.39811137142274167,-3.4132170579345886,0.15,0.1,0.0,2.9512992706308734,0.3972037072933774,2.808236708854966,-0.09750361404557646,0.1,-0.9999999763366113,2.008011895619183,0.24849537983603218,"2025-07-18T18:02:32.424931Z"
1543,-0.3843065845023823,-3.5569137976436154,0.15,0.1,0.0,3.0526513050916853,0.3937788893585057,2.7840070623966824,-0.10477896049095065,0.1,-0.9999999760385992,2.1243016661692184,0.24849537983603218,"2025-07-18T18:02:32.524957Z"
1544,-0.3704153302217912,-3.7111968786385896,0.15,0.1,0.0,3.158465529119866,0.3902143941333388,2.7587893468117866,-0.11280117503080096,0.1,-0.9999999757243254,2.250589223183691,0.24849537983603218,"2025-07-18T18:02:32.624952Z"
1545,-0.3564407340545781,-3.87735897876859,0.15,0.1,0.0,3.269146005944073,0.38649847917766045,2.7325005080104336,-0.12167511594907031,0.1,-0.9999999753924187,2.388090422981537,0.24849537983603218,"2025-07-18T18:02:32.724926Z"
1546,-0.34238594022592583,-4.056911456156332,0.15,0.1,0.0,3.3851491717126687,0.3826180036104728,2.7050476023429644,-0.1315246310448706,0.1,-0.9999999750413355,2.5382237113114305,0.24849537983603218,"2025-07-18T18:02:32.824921Z"
1547,-0.32825411100515256,-4.251632668688615,0.15,0.1,0.0,3.5069931826870597,0.37855819833140314,2.676326171903684,-0.14249687848023926,0.1,-0.9999999746693282,2.7026536203438236,0.24849537983603218,"2025-07-18T18:02:32.924968Z"
1548,-0.3140484259942148,-4.46362969705921,0.15,0.1,0.0,3.6352694285037233,0.37430238706691515,2.6462182721849734,-0.1547678545041997,0.1,-0.999999974274418,2.883345914879698,0.24849537983603218,"2025-07-18T18:02:33.024932Z"
1549,-0.29977208141231015,-4.695418019423088,0.15,0.1,0.0,3.770656842008744,0.3698316449570184,2.6145900581798536,-0.16854953483893537,0.1,-0.9999999738543496,3.0826381830943985,0.24849537983603218,"2025-07-18T18:02:33.124933Z"
1550,-0.2854282893767417,-4.950025539264772,0.15,0.1,0.0,3.913939861053783,0.36512437697939903,2.581288803800231,-0.18409919975609199,0.1,-0.9999999734065461,3.3033311447504556,0.24849537983603218,"2025-07-18T18:02:33.224977Z"
1551,-0.27102027718020505,-5.231130117076971,0.15,0.1,0.0,4.066031219101991,0.3601557923116299,2.5461391856855533,-0.20173175329987064,0.1,-0.9999999729280481,3.5488081058897674,0.24849537983603218,"2025-07-18T18:02:33.324964Z"
1552,-0.2565512865646611,-5.543243908807422,0.15,0.1,0.0,4.228001208827281,0.35489724190522765,2.5089386000938996,-0.22183620738832402,0.1,-0.9999999724154397,3.8231931872282234,0.24849537983603218,"2025-07-18T18:02:33.424924Z"
